alg	file	n	outputSize	correct	buildTime	searchTime	memory	dim
rangeTree	n_100_d_2_r_1000_s_10_rs_3.1622776601684.txt	100	12	true	0.011167	2.2000000000001e-05	1.1711158752441	2
rangeTree	n_100_d_2_r_1000_s_10_rs_3.1622776601684.txt	100	8	true	0.011167	1.5000000000001e-05	1.1711158752441	2
rangeTree	n_100_d_2_r_1000_s_10_rs_3.1622776601684.txt	100	7	true	0.011167	1.4e-05	1.1711158752441	2
rangeTree	n_100_d_2_r_1000_s_10_rs_3.1622776601684.txt	100	7	true	0.011167	1.6000000000002e-05	1.1711158752441	2
rangeTree	n_100_d_2_r_1000_s_10_rs_3.1622776601684.txt	100	14	true	0.011167	1.5999999999999e-05	1.1711158752441	2
rangeTree	n_100_d_2_r_1000_s_10_rs_3.1622776601684.txt	100	9	true	0.011167	1.7e-05	1.1711158752441	2
rangeTree	n_100_d_2_r_1000_s_10_rs_3.1622776601684.txt	100	14	true	0.011167	1.9000000000002e-05	1.1711158752441	2
rangeTree	n_100_d_2_r_1000_s_10_rs_3.1622776601684.txt	100	5	true	0.011167	1.2999999999999e-05	1.1711158752441	2
rangeTree	n_100_d_2_r_1000_s_10_rs_3.1622776601684.txt	100	12	true	0.011167	1.7e-05	1.1711158752441	2
rangeTree	n_100_d_2_r_1000_s_10_rs_3.1622776601684.txt	100	10	true	0.011167	1.5000000000001e-05	1.1711158752441	2
rangeTree	n_100_d_2_r_1000_s_10_rs_3.1622776601684.txt	100	7	true	0.011167	1.1000000000001e-05	1.1711158752441	2
rangeTree	n_100_d_2_r_1000_s_10_rs_3.1622776601684.txt	100	10	true	0.011167	1.4e-05	1.1711158752441	2
rangeTree	n_100_d_2_r_1000_s_10_rs_3.1622776601684.txt	100	10	true	0.011167	1.8000000000001e-05	1.1711158752441	2
rangeTree	n_100_d_2_r_1000_s_10_rs_3.1622776601684.txt	100	6	true	0.011167	1.2999999999999e-05	1.1711158752441	2
rangeTree	n_100_d_2_r_1000_s_10_rs_3.1622776601684.txt	100	12	true	0.011167	1.8000000000001e-05	1.1711158752441	2
rangeTree	n_100_d_2_r_1000_s_10_rs_3.1622776601684.txt	100	6	true	0.011167	1.4e-05	1.1711158752441	2
rangeTree	n_100_d_2_r_1000_s_10_rs_3.1622776601684.txt	100	7	true	0.011167	1.2999999999999e-05	1.1711158752441	2
rangeTree	n_100_d_2_r_1000_s_10_rs_3.1622776601684.txt	100	8	true	0.011167	1.2999999999999e-05	1.1711158752441	2
rangeTree	n_100_d_2_r_1000_s_10_rs_3.1622776601684.txt	100	13	true	0.011167	1.8000000000001e-05	1.1711158752441	2
rangeTree	n_100_d_2_r_1000_s_10_rs_3.1622776601684.txt	100	12	true	0.011167	1.5000000000001e-05	1.1711158752441	2
rangeTree	n_100_d_2_r_1000_s_10_rs_3.1622776601684.txt	100	13	true	0.011167	1.6999999999996e-05	1.1711158752441	2
