alg	file	n	outputSize	correct	buildTime	searchTime	memory	dim
rangeTree	n_1151_d_3_r_1000_s_10.479931433229_rs_4.8643532717501.txt	1151	113	true	1.44257	0.023796	50.705885887146	3
rangeTree	n_1151_d_3_r_1000_s_10.479931433229_rs_4.8643532717501.txt	1151	107	true	1.44257	0.0021519999999999	50.705885887146	3
rangeTree	n_1151_d_3_r_1000_s_10.479931433229_rs_4.8643532717501.txt	1151	100	true	1.44257	0.0018119999999999	50.705885887146	3
rangeTree	n_1151_d_3_r_1000_s_10.479931433229_rs_4.8643532717501.txt	1151	113	true	1.44257	0.0018660000000001	50.705885887146	3
rangeTree	n_1151_d_3_r_1000_s_10.479931433229_rs_4.8643532717501.txt	1151	112	true	1.44257	0.001992	50.705885887146	3
rangeTree	n_1151_d_3_r_1000_s_10.479931433229_rs_4.8643532717501.txt	1151	110	true	1.44257	0.0015270000000001	50.705885887146	3
rangeTree	n_1151_d_3_r_1000_s_10.479931433229_rs_4.8643532717501.txt	1151	96	true	1.44257	0.00087700000000002	50.705885887146	3
rangeTree	n_1151_d_3_r_1000_s_10.479931433229_rs_4.8643532717501.txt	1151	102	true	1.44257	0.001282	50.705885887146	3
rangeTree	n_1151_d_3_r_1000_s_10.479931433229_rs_4.8643532717501.txt	1151	107	true	1.44257	0.00048700000000013	50.705885887146	3
rangeTree	n_1151_d_3_r_1000_s_10.479931433229_rs_4.8643532717501.txt	1151	104	true	1.44257	0.00017500000000004	50.705885887146	3
rangeTree	n_1151_d_3_r_1000_s_10.479931433229_rs_4.8643532717501.txt	1151	115	true	1.44257	0.00020799999999999	50.705885887146	3
rangeTree	n_1151_d_3_r_1000_s_10.479931433229_rs_4.8643532717501.txt	1151	117	true	1.44257	0.00017099999999992	50.705885887146	3
rangeTree	n_1151_d_3_r_1000_s_10.479931433229_rs_4.8643532717501.txt	1151	107	true	1.44257	0.00018399999999996	50.705885887146	3
rangeTree	n_1151_d_3_r_1000_s_10.479931433229_rs_4.8643532717501.txt	1151	116	true	1.44257	0.000197	50.705885887146	3
rangeTree	n_1151_d_3_r_1000_s_10.479931433229_rs_4.8643532717501.txt	1151	110	true	1.44257	0.00019800000000014	50.705885887146	3
rangeTree	n_1151_d_3_r_1000_s_10.479931433229_rs_4.8643532717501.txt	1151	101	true	1.44257	0.00019100000000005	50.705885887146	3
rangeTree	n_1151_d_3_r_1000_s_10.479931433229_rs_4.8643532717501.txt	1151	103	true	1.44257	0.00019199999999997	50.705885887146	3
rangeTree	n_1151_d_3_r_1000_s_10.479931433229_rs_4.8643532717501.txt	1151	103	true	1.44257	0.000162	50.705885887146	3
rangeTree	n_1151_d_3_r_1000_s_10.479931433229_rs_4.8643532717501.txt	1151	99	true	1.44257	0.00015300000000007	50.705885887146	3
rangeTree	n_1151_d_3_r_1000_s_10.479931433229_rs_4.8643532717501.txt	1151	114	true	1.44257	0.00016599999999989	50.705885887146	3
rangeTree	n_1151_d_3_r_1000_s_10.479931433229_rs_4.8643532717501.txt	1151	121	true	1.44257	0.00018600000000002	50.705885887146	3
rangeTree	n_1151_d_3_r_1000_s_10.479931433229_rs_4.8643532717501.txt	1151	100	true	1.44257	0.00017199999999984	50.705885887146	3
rangeTree	n_1151_d_3_r_1000_s_10.479931433229_rs_4.8643532717501.txt	1151	104	true	1.44257	0.00020999999999982	50.705885887146	3
rangeTree	n_1151_d_3_r_1000_s_10.479931433229_rs_4.8643532717501.txt	1151	126	true	1.44257	0.0002120000000001	50.705885887146	3
